Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
S4,2015,2015,2015,2,0,1,Import,275,State of Palestine,PSE,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,57154708,,,0
S4,2015,2015,2015,2,0,2,Export,275,State of Palestine,PSE,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,3263834,,,0
S4,2015,2015,2015,2,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,18058108915,,,4
S4,2015,2015,2015,2,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,51458635459,,,4
S4,2015,2015,2015,2,0,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,625706252,,,4
S4,2015,2015,2015,2,0,2,Export,288,Ghana,GHA,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,50679709,,,4
S4,2015,2015,2015,2,0,1,Import,296,Kiribati,KIR,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,,,1932637,,,4
S4,2015,2015,2015,2,0,2,Export,296,Kiribati,KIR,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,571195,,,4
S4,2015,2015,2015,2,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,541870029,,,0
S4,2015,2015,2015,2,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,181272136,,,0
S4,2015,2015,2015,2,0,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,27622827,,,0
S4,2015,2015,2015,2,0,2,Export,304,Greenland,GRL,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,193056,,,0
S4,2015,2015,2015,2,0,1,Import,308,Grenada,GRD,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,2814510,,,4
S4,2015,2015,2015,2,0,2,Export,308,Grenada,GRD,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,216845,,,0
S4,2015,2015,2015,2,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,483170867,,,0
S4,2015,2015,2015,2,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,33446231,,,0
S4,2015,2015,2015,2,0,1,Import,324,Guinea,GIN,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,128105772,,,0
S4,2015,2015,2015,2,0,2,Export,324,Guinea,GIN,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,7807538,,,0
S4,2015,2015,2015,2,0,1,Import,328,Guyana,GUY,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,75149365,,,4
S4,2015,2015,2015,2,0,2,Export,328,Guyana,GUY,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,1066148,,,0
S4,2015,2015,2015,2,0,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,138837542,,,0
